agno|grado|cod_reg|nom_reg|cod_pro|nom_pro|cod_com|nom_com|cod_deprov|nom_deprov|prom_lect2m_com|prom_mate2m_com|prom_nat2m_com|dif_lect2m_com|dif_mate2m_com|dif_nat2m_com|sigdif_lect2m_com|sigdif_mate2m_com|sigdif_nat2m_com|fecha_bbdd|codigo_bbdd
2018|2m|13|Región metropolitana|131|Santiago|13101|Santiago|131|Centro|250|272|248|-4|-4|-3|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13121|Pedro Aguirre Cerda|131|Centro|239|252|235|-7|-2|1|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13129|San Joaquín|131|Centro|234|243|220|5|-3|-2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13130|San Miguel|131|Centro|244|253|237|-3|-2|3|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13105|El Bosque|132|Sur|242|258|236|-4|-3|-8|0|0|-1|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13109|La Cisterna|132|Sur|238|251|230|-3|-2|-3|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13127|Recoleta|137|Norte|246|259|238|1|-1|2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|133|Chacabuco|13301|Colina|137|Norte|254|281|252|-9|-5|-3|-1|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|133|Chacabuco|13302|Lampa|137|Norte|235|239|228|-1|-1|-2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|133|Chacabuco|13303|Tiltil|137|Norte|234|232|228|1|8|7|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|132|Cordillera|13202|Pirque|136|Cordillera|243|242|229|-6|-7|-1|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|132|Cordillera|13203|San José de Maipo|136|Cordillera|234|229|224|-14|-9|-3|-1|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13104|Conchalí|137|Norte|232|244|225|-5|-1|4|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13107|Huechuraba|137|Norte|263|296|266|1|-1|6|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13108|Independencia|137|Norte|244|250|233|0|-2|-2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13125|Quilicura|137|Norte|251|272|245|-1|-3|3|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|136|Talagante|13603|Isla de Maipo|135|Talagante|243|255|239|-2|-4|10|0|0|1|20190628|final20190628v1
2018|2m|13|Región metropolitana|136|Talagante|13604|Padre Hurtado|135|Talagante|238|241|230|-7|-17|-1|0|-1|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|136|Talagante|13605|Peñaflor|135|Talagante|240|244|232|-2|-5|2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13110|La Florida|136|Cordillera|252|270|247|1|0|0|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13112|La Pintana|136|Cordillera|237|249|230|-7|-4|-2|-1|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|132|Cordillera|13201|Puente Alto|136|Cordillera|252|270|246|-1|-5|1|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|135|Melipilla|13502|Alhué|135|Talagante|218|212|217|-22|-17|7|-1|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|135|Melipilla|13503|Curacaví|135|Talagante|238|242|225|-3|-4|-9|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|135|Melipilla|13504|María Pinto|135|Talagante|218|223|218|2|13|14|0|1|1|20190628|final20190628v1
2018|2m|13|Región metropolitana|135|Melipilla|13505|San Pedro|135|Talagante|216|214|210|-18|2|-7|-1|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|136|Talagante|13601|Talagante|135|Talagante|249|265|243|-5|0|0|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|136|Talagante|13602|El Monte|135|Talagante|231|231|233|-6|7|14|0|0|1|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13117|Lo Prado|134|Poniente|230|233|220|-5|5|-1|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13119|Maipú|134|Poniente|253|275|251|-5|-5|1|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13124|Pudahuel|134|Poniente|243|254|233|3|-9|4|0|-1|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13126|Quinta Normal|134|Poniente|230|240|223|-6|-12|-6|0|-1|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13128|Renca|134|Poniente|250|266|239|-7|-4|-1|-1|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|135|Melipilla|13501|Melipilla|135|Talagante|244|254|234|-2|-7|2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13122|Peñalolén|133|Oriente|252|279|253|-6|3|2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13123|Providencia|133|Oriente|263|299|269|-4|-3|-11|0|0|-1|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13132|Vitacura|133|Oriente|277|329|287|-6|-2|-14|0|0|-1|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13102|Cerrillos|134|Poniente|238|260|234|-12|-6|-4|-1|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13103|Cerro Navia|134|Poniente|230|238|215|0|4|-8|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13106|Estación Central|134|Poniente|240|254|236|5|3|4|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|134|Maipo|13404|Paine|132|Sur|246|259|239|-5|-7|3|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13113|La Reina|133|Oriente|265|305|274|-5|-1|-4|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13114|Las Condes|133|Oriente|273|320|280|0|3|-7|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13115|Lo Barnechea|133|Oriente|273|324|278|-5|-1|-7|0|0|-1|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13118|Macul|133|Oriente|246|270|246|6|6|-1|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13120|Ñuñoa|133|Oriente|250|275|248|-3|-3|-3|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13111|La granja|132|Sur|242|250|233|-7|-10|-1|0|-1|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13116|Lo Espejo|132|Sur|245|249|234|3|0|6|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|131|Santiago|13131|San Ramón|132|Sur|239|247|227|-2|4|2|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|134|Maipo|13401|San Bernardo|132|Sur|246|256|238|-2|-5|5|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|134|Maipo|13402|Buin|132|Sur|239|255|239|-5|-2|-4|0|0|0|20190628|final20190628v1
2018|2m|13|Región metropolitana|134|Maipo|13403|Calera de Tango|132|Sur|252|283|255|7|9|-6|0|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14101|Valdivia|141|Valdivia|255|264|248|-2|0|2|0|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14102|Corral|141|Valdivia|246|246|222|-11|4|-4|0|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14103|Lanco|141|Valdivia|235|222|219|-10|-18|-4|-1|-1|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14104|Los Lagos|141|Valdivia|213|213|212|-14|-6|-5|-1|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14105|Máfil|141|Valdivia|251|225|230|12|1|7|1|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14106|Mariquina|141|Valdivia|249|246|240|-3|1|-9|0|0|-1|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14107|Paillaco|141|Valdivia|251|242|237|7|11|9|0|1|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|141|Valdivia|14108|Panguipulli|141|Valdivia|249|250|234|-6|-2|4|0|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|142|Del Ranco|14201|La Unión|142|Ranco|254|273|246|-13|-8|11|-1|0|1|20190628|final20190628v1
2018|2m|14|Región de los ríos|142|Del Ranco|14202|Futrono|142|Ranco|234|233|223|-17|-7|3|-1|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|142|Del Ranco|14203|Lago Ranco|142|Ranco|256|257|245|10|13|4|0|0|0|20190628|final20190628v1
2018|2m|14|Región de los ríos|142|Del Ranco|14204|Río Bueno|142|Ranco|252|248|239|1|2|7|0|0|0|20190628|final20190628v1
2018|2m|15|Región de arica y par|151|Arica|15101|Arica|151|Arica|249|265|240|-3|-1|3|0|0|0|20190628|final20190628v1
2018|2m|15|Región de arica y par|151|Arica|15102|Camarones|151|Arica|225|203|201|0|0|0|0|0|0|20190628|final20190628v1
2018|2m|15|Región de arica y par|152|Parinacota|15201|Putre|152|Parinacota|238|229|223|15|22|14|0|0|0|20190628|final20190628v1
2018|2m|15|Región de arica y par|152|Parinacota|15202|General Lagos|152|Parinacota||||||||||20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16101|Chillán|161|Diguillín|250|265|245|-4|-6|3|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16102|Bulnes|161|Diguillín|243|246|236|-5|-8|5|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16103|Chillán Viejo|161|Diguillín|241|248|230|-9|-1|10|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16104|El Carmen|161|Diguillín|232|239|222|4|2|-12|0|0|-1|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16105|Pemuco|161|Diguillín|221|229|204|3|12|-10|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16106|Pinto|161|Diguillín|220|226|218|-21|4|-9|-1|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|162|Itata|16201|Quirihue|161|Diguillín|259|255|250|-7|-8|6|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|162|Itata|16202|Cobquecura|161|Diguillín|215|209|209|0|6|-3|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|162|Itata|16203|Coelemu|161|Diguillín|257|273|240|16|17|8|1|1|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|162|Itata|16207|Treguaco|161|Diguillín|245|233|222|-6|-39|4|0|-1|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|163|Punilla|16301|San Carlos|161|Diguillín|252|270|247|-1|3|8|0|0|1|20190628|final20190628v1
2018|2m|16|Región de Ñuble|163|Punilla|16302|Coihueco|161|Diguillín|236|237|232|2|-4|-8|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16107|Quillón|161|Diguillín|247|256|228|3|-10|9|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16108|San Ignacio|161|Diguillín|231|237|227|-8|9|4|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|161|Diguillín|16109|Yungay|161|Diguillín|255|258|245|-5|-15|0|0|-1|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|163|Punilla|16303|Ñiquén|161|Diguillín|208|223|213|-16|0|0|-1|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|163|Punilla|16304|San Fabián|161|Diguillín|232|227|228|-27|-25|-22|-1|-1|-1|20190628|final20190628v1
2018|2m|16|Región de Ñuble|163|Punilla|16305|San Nicolás|161|Diguillín|282|324|282|-17|-9|9|-1|-1|1|20190628|final20190628v1
2018|2m|16|Región de Ñuble|162|Itata|16204|Ninhue|161|Diguillín|236|220|230|-8|-15|11|0|0|0|20190628|final20190628v1
2018|2m|16|Región de Ñuble|162|Itata|16205|Portezuelo|161|Diguillín|229|234|213|-5|4|-15|0|0|-1|20190628|final20190628v1
2018|2m|16|Región de Ñuble|162|Itata|16206|Ránquil|161|Diguillín|225|232|226|5|13|17|0|0|1|20190628|final20190628v1
